band,day,file,tx_sign,p_lo,p_hi,delta_power,rx_lo,rx_hi,rx_ratio,rx_ratio_clipped,log_rx_gain_per_db,delta_rx_per_db,start_snr,reports_lo,reports_hi
10m,2023-10-17,wspr_2023-10-17_10m.parquet,N9NIP,37,47,10,65,88,1.353846153846154,1.353846153846154,0.03029495445825694,2.3,-14.0,417,728
10m,2023-10-17,wspr_2023-10-17_10m.parquet,N9NIP,40,47,7,146,88,0.6027397260273972,0.6027397260273972,-0.07232425817573286,-8.285714285714286,-14.0,450,728
10m,2023-10-17,wspr_2023-10-17_10m.parquet,N9NIP,40,50,10,146,343,2.3493150684931505,2.3493150684931505,0.08541238254576035,19.7,-14.0,450,9835
10m,2023-10-17,wspr_2023-10-17_10m.parquet,N9NIP,47,50,3,88,343,3.897727272727273,3.897727272727273,0.4534645442292445,85.0,-14.0,728,9835
10m,2023-10-17,wspr_2023-10-17_10m.parquet,OH4MSJ,20,27,7,101,91,0.900990099009901,0.900990099009901,-0.014894430046344198,-1.4285714285714286,-19.0,445,531
10m,2023-10-17,wspr_2023-10-17_10m.parquet,W4WLO,30,33,3,242,19,0.07851239669421488,0.07851239669421488,-0.8481662489967486,-74.33333333333333,-18.0,6651,216
10m,2023-10-18,wspr_2023-10-18_10m.parquet,DL6YCU,27,30,3,26,22,0.8461538461538461,0.8461538461538461,-0.05568469488772207,-1.3333333333333333,-25.0,91,22
10m,2023-10-18,wspr_2023-10-18_10m.parquet,DL6YCU,27,37,10,26,50,1.9230769230769231,1.9230769230769231,0.0653926467406664,2.4,-25.0,91,82
10m,2023-10-18,wspr_2023-10-18_10m.parquet,DL6YCU,30,37,7,22,50,2.272727272727273,2.272727272727273,0.11728293600997576,4.0,-23.0,22,82
10m,2023-10-18,wspr_2023-10-18_10m.parquet,G4NUO,37,40,3,68,109,1.6029411764705883,1.6029411764705883,0.15728005901767902,13.666666666666666,-18.0,68,855
10m,2023-10-18,wspr_2023-10-18_10m.parquet,K6IA,23,30,7,58,23,0.39655172413793105,0.39655172413793105,-0.13213554208818137,-5.0,-21.0,456,55
10m,2023-10-18,wspr_2023-10-18_10m.parquet,KC6HAI,27,30,3,37,17,0.4594594594594595,0.4594594594594595,-0.2592348561960028,-6.666666666666667,-22.0,79,22
10m,2023-10-18,wspr_2023-10-18_10m.parquet,KF5JMD,30,33,3,80,102,1.275,1.275,0.08098205953679646,7.333333333333333,-14.0,148,444
10m,2023-10-18,wspr_2023-10-18_10m.parquet,KF5JMD,30,37,7,80,78,0.975,0.975,-0.003616829712041414,-0.2857142857142857,-14.0,148,114
10m,2023-10-18,wspr_2023-10-18_10m.parquet,KF5JMD,33,37,4,102,78,0.7647058823529411,0.7647058823529411,-0.06706599664866986,-6.0,-13.0,444,114
10m,2023-10-18,wspr_2023-10-18_10m.parquet,N7KJQ,43,47,4,124,65,0.5241935483870968,0.5241935483870968,-0.16147357392734996,-14.75,-16.0,871,195
10m,2023-10-18,wspr_2023-10-18_10m.parquet,N9NIP,37,47,10,50,258,5.16,5.16,0.16409365794934713,20.8,-14.0,75,2963
10m,2023-10-18,wspr_2023-10-18_10m.parquet,N9NIP,47,50,3,258,122,0.4728682170542636,0.4728682170542636,-0.24964618006278694,-45.333333333333336,-14.0,2963,395
10m,2023-10-18,wspr_2023-10-18_10m.parquet,R3BP,37,40,3,90,76,0.8444444444444444,0.8444444444444444,-0.05635877668131133,-4.666666666666667,-15.0,180,327
10m,2023-10-18,wspr_2023-10-18_10m.parquet,W4WLO,30,33,3,244,21,0.0860655737704918,0.0860655737704918,-0.8175485958565929,-74.33333333333333,-18.0,6696,213
10m,2023-10-18,wspr_2023-10-18_10m.parquet,W7WND,30,37,7,53,100,1.8867924528301887,1.8867924528301887,0.09069689606228136,6.714285714285714,-18.5,116,750
10m,2023-10-18,wspr_2023-10-18_10m.parquet,WB5SRK,37,40,3,32,40,1.25,1.25,0.07438118377140325,2.6666666666666665,-10.0,32,64
10m,2023-10-19,wspr_2023-10-19_10m.parquet,DO3GUA,37,40,3,6,14,2.3333333333333335,2.3333333333333335,0.2824326201290679,2.6666666666666665,-13.0,11,31
10m,2023-10-19,wspr_2023-10-19_10m.parquet,DO3GUA,37,43,6,6,17,2.8333333333333335,2.8333333333333335,0.17357564580469353,1.8333333333333333,-13.0,11,42
10m,2023-10-19,wspr_2023-10-19_10m.parquet,DO3GUA,40,43,3,14,17,1.2142857142857142,1.2142857142857142,0.06471867148031914,1.0,-18.0,31,42
10m,2023-10-19,wspr_2023-10-19_10m.parquet,F5OAA,20,27,7,4,192,48.0,20.0,0.5530287158439845,26.857142857142858,-11.0,13,1124
10m,2023-10-19,wspr_2023-10-19_10m.parquet,KA0UNB,33,37,4,117,91,0.7777777777777778,0.7777777777777778,-0.06282860707022651,-6.5,-5.0,1046,330
10m,2023-10-19,wspr_2023-10-19_10m.parquet,KD2SQR,43,50,7,112,198,1.7678571428571428,1.7678571428571428,0.08139545134277724,12.285714285714286,-15.0,138,727
10m,2023-10-19,wspr_2023-10-19_10m.parquet,KG4INO,27,33,6,8,20,2.5,2.5,0.15271512197902584,2.0,-25.0,12,62
10m,2023-10-19,wspr_2023-10-19_10m.parquet,KG4INO,27,37,10,8,14,1.75,1.75,0.055961578793542265,0.6,-25.0,12,24
10m,2023-10-19,wspr_2023-10-19_10m.parquet,KG4INO,33,37,4,20,14,0.7,0.7,-0.08916873598468311,-1.5,-24.5,62,24
10m,2023-10-19,wspr_2023-10-19_10m.parquet,N9NIP,37,47,10,73,132,1.8082191780821917,1.8082191780821917,0.05923424814379796,5.9,-14.0,176,537
10m,2023-10-19,wspr_2023-10-19_10m.parquet,N9NIP,47,50,3,132,58,0.4393939393939394,0.4393939393939394,-0.2741196373466505,-24.666666666666668,-12.0,537,115
10m,2023-10-19,wspr_2023-10-19_10m.parquet,W0JTM,37,40,3,59,16,0.2711864406779661,0.2711864406779661,-0.43498290722197935,-14.333333333333334,-12.0,215,16
10m,2023-10-19,wspr_2023-10-19_10m.parquet,W4WLO,30,33,3,228,22,0.09649122807017543,0.09649122807017543,-0.779434391865375,-68.66666666666667,-16.0,5909,223
10m,2023-10-19,wspr_2023-10-19_10m.parquet,W7WND,30,37,7,64,49,0.765625,0.765625,-0.03815182646414932,-2.142857142857143,-17.0,198,180
10m,2023-10-19,wspr_2023-10-19_10m.parquet,W7WND,30,40,10,64,48,0.75,0.75,-0.02876820724517809,-1.6,-17.0,198,48
10m,2023-10-19,wspr_2023-10-19_10m.parquet,W7WND,37,40,3,49,48,0.9795918367346939,0.9795918367346939,-0.006873095734245234,-0.3333333333333333,-20.0,180,48
10m,2023-10-19,wspr_2023-10-19_10m.parquet,W7WND,37,43,6,49,11,0.22448979591836735,0.22448979591836735,-0.24898750421870933,-6.333333333333333,-20.0,180,12
10m,2023-10-19,wspr_2023-10-19_10m.parquet,W7WND,37,47,10,49,87,1.7755102040816326,1.7755102040816326,0.057408782054395716,3.8,-20.0,180,177
10m,2023-10-19,wspr_2023-10-19_10m.parquet,W7WND,40,43,3,48,11,0.22916666666666666,0.22916666666666666,-0.4911019127031735,-12.333333333333334,-15.5,48,12
10m,2023-10-19,wspr_2023-10-19_10m.parquet,W7WND,40,47,7,48,87,1.8125,1.8125,0.08495815824952754,5.571428571428571,-15.5,48,177
10m,2023-10-19,wspr_2023-10-19_10m.parquet,W7WND,43,47,4,11,87,7.909090909090909,7.909090909090909,0.5170032114640533,19.0,-16.5,12,177
10m,2023-10-20,wspr_2023-10-20_10m.parquet,0B1KMR,43,53,10,10,15,1.5,1.5,0.040546510810816436,0.5,-17.0,10,15
10m,2023-10-20,wspr_2023-10-20_10m.parquet,DL2YUT,37,43,6,23,36,1.565217391304348,1.565217391304348,0.07467078708782672,2.1666666666666665,-19.0,41,58
10m,2023-10-20,wspr_2023-10-20_10m.parquet,DO3GUA,0,3,3,8,4,0.5,0.5,-0.23104906018664842,-1.3333333333333333,-24.0,19,10
10m,2023-10-20,wspr_2023-10-20_10m.parquet,DO3GUA,40,43,3,16,16,1.0,1.0,0.0,0.0,-19.0,115,82
10m,2023-10-20,wspr_2023-10-20_10m.parquet,G0IFI,10,17,7,8,26,3.25,3.25,0.16837928519166373,2.5714285714285716,-22.0,15,370
10m,2023-10-20,wspr_2023-10-20_10m.parquet,N7KJQ,43,47,4,56,123,2.1964285714285716,2.1964285714285716,0.19670816615931708,16.75,-16.0,198,817
10m,2023-10-20,wspr_2023-10-20_10m.parquet,N9NIP,37,47,10,54,150,2.7777777777777777,2.7777777777777777,0.10216512475319812,9.6,-19.0,54,718
10m,2023-10-20,wspr_2023-10-20_10m.parquet,W4WLO,30,33,3,259,27,0.10424710424710425,0.10424710424710425,-0.7536637318984029,-77.33333333333333,-17.0,6880,283
10m,2023-10-21,wspr_2023-10-21_10m.parquet,N9NIP,37,47,10,32,137,4.28125,4.28125,0.14542450230283982,10.5,-17.0,48,1666
10m,2023-10-21,wspr_2023-10-21_10m.parquet,N9NIP,47,50,3,137,41,0.29927007299270075,0.29927007299270075,-0.4021362863746057,-32.0,-15.0,1666,106
10m,2023-10-21,wspr_2023-10-21_10m.parquet,W4WLO,30,33,3,165,21,0.12727272727272726,0.12727272727272726,-0.6871410120590525,-48.0,-15.0,5459,233
10m,2023-10-22,wspr_2023-10-22_10m.parquet,EA3IPP,43,50,7,54,135,2.5,2.5,0.13089867598202215,11.571428571428571,-21.0,93,626
10m,2023-10-22,wspr_2023-10-22_10m.parquet,F8CND,20,27,7,24,6,0.25,0.25,-0.19804205158855578,-2.5714285714285716,-18.0,49,14
10m,2023-10-22,wspr_2023-10-22_10m.parquet,N7KJQ,43,47,4,134,58,0.43283582089552236,0.43283582089552236,-0.20934919735112303,-19.0,-17.0,1584,169
10m,2023-10-22,wspr_2023-10-22_10m.parquet,N9NIP,37,47,10,46,78,1.6956521739130435,1.6956521739130435,0.05280674302004967,3.2,-16.0,255,232
10m,2023-10-22,wspr_2023-10-22_10m.parquet,OE8IHT,33,37,4,15,18,1.2,1.2,0.04558038919848865,0.75,-18.0,22,18
10m,2023-10-22,wspr_2023-10-22_10m.parquet,W4WLO,30,33,3,240,27,0.1125,0.1125,-0.7282673524458874,-71.0,-17.0,4834,203
10m,2023-10-22,wspr_2023-10-22_10m.parquet,WD6DKW,30,37,7,7,116,16.571428571428573,16.571428571428573,0.4010971488644359,15.571428571428571,-20.0,11,1225
10m,2023-11-20,wspr_2023-11-20_10m.parquet,DO3GUA,0,10,10,10,10,1.0,1.0,0.0,0.0,-24.0,11,11
10m,2023-11-20,wspr_2023-11-20_10m.parquet,DO3GUA,10,13,3,10,26,2.6,2.6,0.31850381500914543,5.333333333333333,-20.0,11,36
10m,2023-11-20,wspr_2023-11-20_10m.parquet,DO3GUA,10,17,7,10,22,2.2,2.2,0.11263676576632432,1.7142857142857142,-20.0,11,29
10m,2023-11-20,wspr_2023-11-20_10m.parquet,DO3GUA,10,20,10,10,16,1.6,1.6,0.04700036292457356,0.6,-20.0,11,24
10m,2023-11-20,wspr_2023-11-20_10m.parquet,DO3GUA,13,17,4,26,22,0.8461538461538461,0.8461538461538461,-0.04176352116579155,-1.0,-22.5,36,29
10m,2023-11-20,wspr_2023-11-20_10m.parquet,DO3GUA,13,20,7,26,16,0.6153846153846154,0.6153846153846154,-0.06935825939738582,-1.4285714285714286,-22.5,36,24
10m,2023-11-20,wspr_2023-11-20_10m.parquet,DO3GUA,17,20,3,22,16,0.7272727272727273,0.7272727272727273,-0.10615124370617819,-2.0,-22.0,29,24
10m,2023-11-20,wspr_2023-11-20_10m.parquet,DO3GUA,40,43,3,19,36,1.894736842105263,1.894736842105263,0.21302665309655652,5.666666666666667,-23.0,25,95
10m,2023-11-20,wspr_2023-11-20_10m.parquet,KC3WRY,37,40,3,48,60,1.25,1.25,0.07438118377140325,4.0,-18.0,106,156
10m,2023-11-20,wspr_2023-11-20_10m.parquet,N2MS,30,37,7,21,17,0.8095238095238095,0.8095238095238095,-0.030187013381029557,-0.5714285714285714,-8.0,24,18
10m,2023-11-20,wspr_2023-11-20_10m.parquet,SA6BSS,43,47,4,151,44,0.2913907284768212,0.2913907284768212,-0.3082725507241658,-26.75,-17.0,1692,44
10m,2023-11-20,wspr_2023-11-20_10m.parquet,VE2BJG,37,40,3,172,55,0.31976744186046513,0.31976744186046513,-0.38005376386032735,-39.0,-11.0,368,84
10m,2023-11-20,wspr_2023-11-20_10m.parquet,VE3RXN,20,23,3,16,107,6.6875,6.6875,0.6334133707407082,30.333333333333332,-22.0,105,1715
10m,2023-11-20,wspr_2023-11-20_10m.parquet,W4WLO,30,33,3,225,23,0.10222222222222223,0.10222222222222223,-0.7602020620917568,-67.33333333333333,-15.0,4988,215
10m,2023-11-21,wspr_2023-11-21_10m.parquet,AD0VC,13,17,4,63,15,0.23809523809523808,0.23809523809523808,-0.3587711313223307,-12.0,-18.0,164,26
10m,2023-11-21,wspr_2023-11-21_10m.parquet,DL5SFB,7,10,3,13,18,1.3846153846153846,1.3846153846153846,0.10847413347820932,1.6666666666666667,-17.0,39,109
10m,2023-11-21,wspr_2023-11-21_10m.parquet,DL6YCU,23,27,4,52,44,0.8461538461538461,0.8461538461538461,-0.04176352116579155,-2.0,-14.0,83,73
10m,2023-11-21,wspr_2023-11-21_10m.parquet,DO3GUA,27,30,3,10,9,0.9,0.9,-0.035120171885942096,-0.3333333333333333,-21.0,13,10
10m,2023-11-21,wspr_2023-11-21_10m.parquet,M7CTD,17,27,10,9,29,3.2222222222222223,3.2222222222222223,0.11700712526502546,2.0,-18.0,11,38
10m,2023-11-21,wspr_2023-11-21_10m.parquet,M7CTD,27,33,6,29,42,1.4482758620689655,1.4482758620689655,0.06172896471614905,2.1666666666666665,-20.5,38,99
10m,2023-11-21,wspr_2023-11-21_10m.parquet,M7CTD,33,40,7,42,105,2.5,2.5,0.13089867598202215,9.0,-18.0,99,236
10m,2023-11-21,wspr_2023-11-21_10m.parquet,N9NIP,37,47,10,48,139,2.8958333333333335,2.8958333333333335,0.10632729222228007,9.1,-17.0,48,686
10m,2023-11-21,wspr_2023-11-21_10m.parquet,SA6BSS,47,50,3,96,49,0.5104166666666666,0.5104166666666666,-0.22417596445240326,-15.666666666666666,-17.0,1152,122
10m,2023-11-21,wspr_2023-11-21_10m.parquet,W4WLO,30,33,3,230,33,0.14347826086956522,0.14347826086956522,-0.6471905824855717,-65.66666666666667,-14.0,5663,263
10m,2023-11-21,wspr_2023-11-21_10m.parquet,WB5SRK,37,43,6,82,66,0.8048780487804879,0.8048780487804879,-0.036177417539637914,-2.6666666666666665,-13.0,925,88
10m,2023-11-22,wspr_2023-11-22_10m.parquet,DO3GUA,43,53,10,44,31,0.7045454545454546,0.7045454545454546,-0.035020242943311485,-1.3,-18.0,272,149
10m,2023-11-22,wspr_2023-11-22_10m.parquet,DO3GUA,53,57,4,31,14,0.45161290322580644,0.45161290322580644,-0.1987324687174719,-4.25,-17.0,149,14
10m,2023-11-22,wspr_2023-11-22_10m.parquet,SA6BSS,47,50,3,182,73,0.4010989010989011,0.4010989010989011,-0.3045157486428014,-36.333333333333336,-18.0,4538,125
10m,2023-11-22,wspr_2023-11-22_10m.parquet,W4WLO,30,33,3,275,30,0.10909090909090909,0.10909090909090909,-0.7385245720014719,-81.66666666666667,-16.0,6875,298
10m,2023-11-22,wspr_2023-11-22_10m.parquet,W6NXU,23,33,10,51,123,2.411764705882353,2.411764705882353,0.08803587226480916,7.2,-23.0,512,359
10m,2023-11-22,wspr_2023-11-22_10m.parquet,W7WND,30,37,7,50,71,1.42,1.42,0.050093838801881334,3.0,-17.0,117,476
10m,2023-11-23,wspr_2023-11-23_10m.parquet,DO3GUA,40,43,3,8,13,1.625,1.625,0.16183593859390027,1.6666666666666667,-16.0,12,54
10m,2023-11-23,wspr_2023-11-23_10m.parquet,M7CTD,23,30,7,8,11,1.375,1.375,0.045493390159790655,0.42857142857142855,-15.0,13,11
10m,2023-11-23,wspr_2023-11-23_10m.parquet,N6OR,30,37,7,62,47,0.7580645161290323,0.7580645161290323,-0.03956954047643328,-2.142857142857143,-17.0,128,48
10m,2023-11-23,wspr_2023-11-23_10m.parquet,VE9SRC,37,40,3,133,231,1.736842105263158,1.736842105263158,0.18402286076667995,32.666666666666664,-12.0,229,1092
10m,2023-11-23,wspr_2023-11-23_10m.parquet,VE9SRC,37,43,6,133,151,1.1353383458646618,1.1353383458646618,0.021155118098861777,3.0,-12.0,229,250
10m,2023-11-23,wspr_2023-11-23_10m.parquet,VE9SRC,40,43,3,231,151,0.6536796536796536,0.6536796536796536,-0.14171262456895642,-26.666666666666668,-13.0,1092,250
10m,2023-11-23,wspr_2023-11-23_10m.parquet,W4WLO,30,33,3,242,26,0.10743801652892562,0.10743801652892562,-0.7436137293784014,-72.0,-16.0,5967,226
10m,2023-11-23,wspr_2023-11-23_10m.parquet,W6NXU,23,33,10,55,113,2.0545454545454547,2.0545454545454547,0.07200546334798698,5.8,-22.0,1060,344
10m,2023-11-24,wspr_2023-11-24_10m.parquet,0D0GLH,7,10,3,16,27,1.6875,1.6875,0.17441604792151597,3.6666666666666665,-18.0,30,34
10m,2023-11-24,wspr_2023-11-24_10m.parquet,0D0GLH,7,17,10,16,9,0.5625,0.5625,-0.05753641449035618,-0.7,-18.0,30,11
10m,2023-11-24,wspr_2023-11-24_10m.parquet,0D0GLH,10,17,7,27,9,0.3333333333333333,0.3333333333333333,-0.15694461266687282,-2.5714285714285716,-18.0,34,11
10m,2023-11-24,wspr_2023-11-24_10m.parquet,0D0GLH,17,27,10,9,14,1.5555555555555556,1.5555555555555556,0.044183275227903926,0.5,-22.0,11,14
10m,2023-11-24,wspr_2023-11-24_10m.parquet,0D0GLH,40,47,7,12,17,1.4166666666666667,1.4166666666666667,0.04975809918117369,0.7142857142857143,-20.0,12,17
10m,2023-11-24,wspr_2023-11-24_10m.parquet,0D0GLH,40,50,10,12,16,1.3333333333333333,1.3333333333333333,0.028768207245178083,0.4,-20.0,12,16
10m,2023-11-24,wspr_2023-11-24_10m.parquet,0D0GLH,47,50,3,17,16,0.9411764705882353,0.9411764705882353,-0.02020820727214495,-0.3333333333333333,-20.0,17,16
10m,2023-11-24,wspr_2023-11-24_10m.parquet,0D0GLH,47,53,6,17,19,1.1176470588235294,1.1176470588235294,0.018537605851704067,0.3333333333333333,-20.0,17,19
10m,2023-11-24,wspr_2023-11-24_10m.parquet,0D0GLH,50,53,3,16,19,1.1875,1.1875,0.05728341897555308,1.0,-19.0,16,19
10m,2023-11-24,wspr_2023-11-24_10m.parquet,DL3IAD,27,30,3,24,63,2.625,2.625,0.321693632014529,13.0,-20.0,24,195
10m,2023-11-24,wspr_2023-11-24_10m.parquet,DO3GUA,17,23,6,7,6,0.8571428571428571,0.8571428571428571,-0.025691779971209725,-0.16666666666666666,-20.0,11,13
10m,2023-11-24,wspr_2023-11-24_10m.parquet,DO3GUA,17,27,10,7,8,1.1428571428571428,1.1428571428571428,0.013353139262452258,0.1,-20.0,11,27
10m,2023-11-24,wspr_2023-11-24_10m.parquet,DO3GUA,23,27,4,6,8,1.3333333333333333,1.3333333333333333,0.07192051811294521,0.5,-18.0,13,27
10m,2023-11-24,wspr_2023-11-24_10m.parquet,DO3GUA,23,30,7,6,7,1.1666666666666667,1.1666666666666667,0.022021525689608336,0.14285714285714285,-18.0,13,21
10m,2023-11-24,wspr_2023-11-24_10m.parquet,DO3GUA,27,30,3,8,7,0.875,0.875,-0.04451046420817421,-0.3333333333333333,-19.0,27,21
10m,2023-11-24,wspr_2023-11-24_10m.parquet,DO3GUA,30,40,10,7,5,0.7142857142857143,0.7142857142857143,-0.03364722366212129,-0.2,-20.0,21,13
10m,2023-11-24,wspr_2023-11-24_10m.parquet,DO3GUA,40,43,3,5,13,2.6,2.6,0.31850381500914543,2.6666666666666665,-18.0,13,64
10m,2023-11-24,wspr_2023-11-24_10m.parquet,KF7ES,37,43,6,124,109,0.8790322580645161,0.8790322580645161,-0.02148894722931553,-2.5,-13.0,1025,158
10m,2023-11-24,wspr_2023-11-24_10m.parquet,PA3GLH,23,27,4,50,60,1.2,1.2,0.04558038919848865,2.5,-19.0,192,165
10m,2023-11-24,wspr_2023-11-24_10m.parquet,PD1TUX,30,33,3,68,10,0.14705882352941177,0.14705882352941177,-0.6389742040606871,-19.333333333333332,-17.0,527,10
10m,2023-11-24,wspr_2023-11-24_10m.parquet,W4WLO,30,33,3,249,29,0.11646586345381527,0.11646586345381527,-0.7167190221594112,-73.33333333333333,-14.0,5359,229
10m,2023-11-24,wspr_2023-11-24_10m.parquet,W6NXU,23,33,10,72,98,1.3611111111111112,1.3611111111111112,0.030830135965451665,2.6,-22.0,1182,263
10m,2023-11-24,wspr_2023-11-24_10m.parquet,WX7JDL,40,43,3,19,21,1.105263157894737,1.105263157894737,0.03336115285232754,0.6666666666666666,-17.0,29,34
10m,2023-11-25,wspr_2023-11-25_10m.parquet,DL1BAK,27,30,3,43,20,0.46511627906976744,0.46511627906976744,-0.25515594737985714,-7.666666666666667,-15.5,144,24
10m,2023-11-25,wspr_2023-11-25_10m.parquet,DO3GUA,13,17,4,11,11,1.0,1.0,0.0,0.0,-21.0,18,20
10m,2023-11-25,wspr_2023-11-25_10m.parquet,DO3GUA,13,20,7,11,13,1.1818181818181819,1.1818181818181819,0.023864869237595177,0.2857142857142857,-21.0,18,29
10m,2023-11-25,wspr_2023-11-25_10m.parquet,DO3GUA,13,23,10,11,24,2.1818181818181817,2.1818181818181817,0.0780158557549575,1.3,-21.0,18,76
10m,2023-11-25,wspr_2023-11-25_10m.parquet,DO3GUA,17,20,3,11,13,1.1818181818181819,1.1818181818181819,0.055684694887722076,0.6666666666666666,-23.0,20,29
10m,2023-11-25,wspr_2023-11-25_10m.parquet,DO3GUA,17,23,6,11,24,2.1818181818181817,2.1818181818181817,0.1300264262582625,2.1666666666666665,-23.0,20,76
10m,2023-11-25,wspr_2023-11-25_10m.parquet,DO3GUA,20,23,3,13,24,1.8461538461538463,1.8461538461538463,0.20436815762880298,3.6666666666666665,-23.0,29,76
10m,2023-11-25,wspr_2023-11-25_10m.parquet,DO3GUA,23,33,10,24,7,0.2916666666666667,0.2916666666666667,-0.12321436812926323,-1.7,-22.0,76,11
10m,2023-11-25,wspr_2023-11-25_10m.parquet,DO3GUA,33,40,7,7,11,1.5714285714285714,1.5714285714285714,0.06456930339186531,0.5714285714285714,-21.0,11,14
10m,2023-11-25,wspr_2023-11-25_10m.parquet,DO3GUA,33,43,10,7,32,4.571428571428571,4.571428571428571,0.15198257537444132,2.5,-21.0,11,151
10m,2023-11-25,wspr_2023-11-25_10m.parquet,DO3GUA,40,43,3,11,32,2.909090909090909,2.909090909090909,0.3559468766671187,7.0,-23.0,14,151
10m,2023-11-25,wspr_2023-11-25_10m.parquet,F5OAA,20,30,10,8,13,1.625,1.625,0.04855078157817008,0.5,-21.0,33,18
10m,2023-11-25,wspr_2023-11-25_10m.parquet,IU1GLI,20,30,10,13,14,1.0769230769230769,1.0769230769230769,0.007410797215372184,0.1,-18.0,27,50
10m,2023-11-25,wspr_2023-11-25_10m.parquet,IU1GLI,30,33,3,14,16,1.1428571428571428,1.1428571428571428,0.04451046420817419,0.6666666666666666,-22.5,50,16
10m,2023-11-25,wspr_2023-11-25_10m.parquet,KD6JWK,23,27,4,27,67,2.4814814814814814,2.4814814814814814,0.22721393834665923,10.0,-19.0,27,242
10m,2023-11-25,wspr_2023-11-25_10m.parquet,KK7OTQ,37,40,3,30,19,0.6333333333333333,0.6333333333333333,-0.15225280083190498,-3.6666666666666665,-18.0,36,20
10m,2023-11-25,wspr_2023-11-25_10m.parquet,W4WLO,30,33,3,232,25,0.10775862068965517,0.10775862068965517,-0.7426205155993698,-69.0,-15.0,5531,213
10m,2023-11-25,wspr_2023-11-25_10m.parquet,W6NXU,23,33,10,57,63,1.105263157894737,1.105263157894737,0.010008345855698262,0.6,-22.0,1101,123
10m,2023-11-25,wspr_2023-11-25_10m.parquet,WB5SRK,37,40,3,34,101,2.9705882352941178,2.9705882352941178,0.36291999740836606,22.333333333333332,-12.0,46,1235
10m,2023-11-25,wspr_2023-11-25_10m.parquet,WB5SRK,37,43,6,34,57,1.6764705882352942,1.6764705882352942,0.08611512386973147,3.8333333333333335,-12.0,46,295
10m,2023-11-25,wspr_2023-11-25_10m.parquet,WB5SRK,40,43,3,101,57,0.5643564356435643,0.5643564356435643,-0.19068974966890315,-14.666666666666666,-14.0,1235,295
10m,2023-11-26,wspr_2023-11-26_10m.parquet,KD5JRW,33,37,4,65,66,1.0153846153846153,1.0153846153846153,0.003816868032697095,0.25,-7.0,90,66
10m,2023-11-26,wspr_2023-11-26_10m.parquet,KD5JRW,33,40,7,65,78,1.2,1.2,0.026045936684850658,1.8571428571428572,-7.0,90,78
10m,2023-11-26,wspr_2023-11-26_10m.parquet,KD5JRW,37,40,3,66,78,1.1818181818181819,1.1818181818181819,0.055684694887722076,4.0,-16.0,66,78
10m,2023-11-26,wspr_2023-11-26_10m.parquet,KD9QXL,37,47,10,196,192,0.9795918367346939,0.9795918367346939,-0.00206192872027357,-0.4,-6.0,196,341
10m,2023-11-26,wspr_2023-11-26_10m.parquet,KJ6FO,20,30,10,18,122,6.777777777777778,6.777777777777778,0.1913649286837092,10.4,-14.5,26,1071
10m,2023-11-26,wspr_2023-11-26_10m.parquet,KJ6FO,30,37,7,122,127,1.040983606557377,1.040983606557377,0.005738005960762093,0.7142857142857143,-14.0,1071,653
10m,2023-11-26,wspr_2023-11-26_10m.parquet,KK7OTQ,37,40,3,32,10,0.3125,0.3125,-0.3877169366018936,-7.333333333333333,-19.0,48,10
10m,2023-11-26,wspr_2023-11-26_10m.parquet,M7TON,20,30,10,26,10,0.38461538461538464,0.38461538461538464,-0.09555114450274363,-1.6,-16.5,132,10
10m,2023-11-26,wspr_2023-11-26_10m.parquet,VA3ROM,10,20,10,31,43,1.3870967741935485,1.3870967741935485,0.03272129112084162,1.2,-21.0,66,353
10m,2023-11-26,wspr_2023-11-26_10m.parquet,VE2BJG,37,40,3,143,102,0.7132867132867133,0.7132867132867133,-0.11262393899187871,-13.666666666666666,-12.0,377,102
10m,2023-11-26,wspr_2023-11-26_10m.parquet,W4WLO,30,33,3,260,32,0.12307692307692308,0.12307692307692308,-0.6983152427386004,-76.0,-14.0,6012,282
10m,2023-12-18,wspr_2023-12-18_10m.parquet,G0KTN,13,17,4,9,16,1.7777777777777777,1.7777777777777777,0.14384103622589045,1.75,-23.0,17,65
10m,2023-12-18,wspr_2023-12-18_10m.parquet,N3CHX,20,23,3,46,16,0.34782608695652173,0.34782608695652173,-0.3520175580831046,-10.0,-20.5,144,56
10m,2023-12-19,wspr_2023-12-19_10m.parquet,AF5U,33,37,4,51,72,1.411764705882353,1.411764705882353,0.0862101215729324,5.25,-10.0,61,72
10m,2023-12-19,wspr_2023-12-19_10m.parquet,AF5U,37,47,10,72,102,1.4166666666666667,1.4166666666666667,0.03483066942682158,3.0,-8.5,72,237
10m,2023-12-19,wspr_2023-12-19_10m.parquet,DL3YAV,27,37,10,7,17,2.4285714285714284,2.4285714285714284,0.08873031950009028,1.0,-14.0,10,62
10m,2023-12-19,wspr_2023-12-19_10m.parquet,KI5UZI,37,47,10,19,53,2.789473684210526,2.789473684210526,0.10258529343856812,3.4,-7.0,19,53
10m,2023-12-20,wspr_2023-12-20_10m.parquet,W4LT,30,37,7,272,44,0.16176470588235295,0.16176470588235295,-0.2602303474825337,-32.57142857142857,-16.0,2438,80
10m,2023-12-20,wspr_2023-12-20_10m.parquet,W8AC,30,37,7,232,2,0.008620689655172414,0.008620689655172414,-0.6790843130151949,-32.857142857142854,-19.0,2303,18
