band,day,file,tx_sign,p_lo,p_hi,delta_power,rx_lo,rx_hi,rx_ratio,rx_ratio_clipped,log_rx_gain_per_db,delta_rx_per_db,start_snr,reports_lo,reports_hi
10m,2023-12-22,wspr_2023-12-22_10m.parquet,AF5U,37,47,10,24,98,4.083333333333333,4.083333333333333,0.14069136483226263,7.4,-11.5,24,544
10m,2023-12-22,wspr_2023-12-22_10m.parquet,K8CHY,30,37,7,53,49,0.9245283018867925,0.9245283018867925,-0.011210230777356459,-0.5714285714285714,-20.0,243,171
10m,2023-12-22,wspr_2023-12-22_10m.parquet,K8TXM,30,37,7,27,18,0.6666666666666666,0.6666666666666666,-0.05792358687259492,-1.2857142857142858,-14.0,27,18
10m,2023-12-23,wspr_2023-12-23_10m.parquet,KE8BZZ,37,43,6,31,42,1.3548387096774193,1.3548387096774193,0.050613735633037,1.8333333333333333,-17.0,49,83
10m,2023-12-23,wspr_2023-12-23_10m.parquet,KI4TWB,23,33,10,16,106,6.625,6.625,0.1890850371872286,9.0,-22.0,23,562
10m,2023-12-23,wspr_2023-12-23_10m.parquet,N9XY,37,43,6,61,72,1.180327868852459,1.180327868852459,0.027632042473790672,1.8333333333333333,-14.0,217,120
10m,2023-12-23,wspr_2023-12-23_10m.parquet,SA6BSS,40,43,3,137,115,0.8394160583941606,0.8394160583941606,-0.0583495991549583,-7.333333333333333,-17.0,1346,598
10m,2023-12-23,wspr_2023-12-23_10m.parquet,W1DWE,30,33,3,50,48,0.96,0.96,-0.013607331506751722,-0.6666666666666666,-16.0,173,75
10m,2023-12-24,wspr_2023-12-24_10m.parquet,K8CHY,30,37,7,87,139,1.5977011494252873,1.5977011494252873,0.06693797349658685,7.428571428571429,-14.5,484,884
10m,2023-12-24,wspr_2023-12-24_10m.parquet,KI4TWB,23,33,10,25,121,4.84,4.84,0.15769147207285403,9.6,-16.0,39,773
10m,2023-12-24,wspr_2023-12-24_10m.parquet,SA6BSS,40,43,3,191,71,0.3717277486910995,0.3717277486910995,-0.3298645170017715,-40.0,-19.0,3160,71
10m,2023-12-24,wspr_2023-12-24_10m.parquet,VA3SQZ,33,37,4,14,19,1.3571428571428572,1.3571428571428572,0.07634541238779548,1.25,-14.5,40,39
10m,2024-05-07,wspr_2024-05-07_10m.parquet,DL5SFB,23,30,7,1,3,3.0,3.0,0.15694461266687282,0.2857142857142857,-23.0,12,16
10m,2024-05-07,wspr_2024-05-07_10m.parquet,DO3GUA,40,43,3,11,11,1.0,1.0,0.0,0.0,-15.0,89,51
10m,2024-05-08,wspr_2024-05-08_10m.parquet,DO3GUA,3,7,4,11,10,0.9090909090909091,0.9090909090909091,-0.023827544951081223,-0.25,-15.0,57,39
10m,2024-05-08,wspr_2024-05-08_10m.parquet,DO3GUA,3,10,7,11,8,0.7272727272727273,0.7272727272727273,-0.045493390159790655,-0.42857142857142855,-15.0,57,20
10m,2024-05-08,wspr_2024-05-08_10m.parquet,DO3GUA,7,10,3,10,8,0.8,0.8,-0.07438118377140324,-0.6666666666666666,-17.0,39,20
10m,2024-05-08,wspr_2024-05-08_10m.parquet,DO3GUA,37,40,3,9,8,0.8888888888888888,0.8888888888888888,-0.03926101188546117,-0.3333333333333333,-21.0,10,31
10m,2024-05-08,wspr_2024-05-08_10m.parquet,DO3GUA,37,43,6,9,15,1.6666666666666667,1.6666666666666667,0.08513760396099845,1.0,-21.0,10,176
10m,2024-05-08,wspr_2024-05-08_10m.parquet,DO3GUA,40,43,3,8,15,1.875,1.875,0.20953621980745804,2.3333333333333335,-17.0,31,176
10m,2024-05-08,wspr_2024-05-08_10m.parquet,EA8CIF,30,37,7,7,8,1.1428571428571428,1.1428571428571428,0.019075913232074655,0.14285714285714285,-23.5,12,12
10m,2024-05-08,wspr_2024-05-08_10m.parquet,EA8DJF,37,40,3,31,22,0.7096774193548387,0.7096774193548387,-0.11431491704227677,-3.0,-19.0,78,22
10m,2024-05-08,wspr_2024-05-08_10m.parquet,G1WSA,0,10,10,4,25,6.25,6.25,0.183258146374831,2.1,-21.5,18,76
10m,2024-05-08,wspr_2024-05-08_10m.parquet,WG3K,37,40,3,5,17,3.4,3.4,0.40792514387403855,4.0,-25.5,14,17
10m,2024-05-09,wspr_2024-05-09_10m.parquet,AE7YQ,20,23,3,81,66,0.8148148148148148,0.8148148148148148,-0.06826480421533776,-5.0,-18.0,1390,649
10m,2024-05-09,wspr_2024-05-09_10m.parquet,AE7YQ,23,33,10,66,92,1.393939393939394,1.393939393939394,0.03321338350226148,2.6,-19.0,649,536
10m,2024-05-09,wspr_2024-05-09_10m.parquet,DL5SFB,33,40,7,28,4,0.14285714285714285,0.14285714285714285,-0.2779871641507591,-3.4285714285714284,-15.5,72,29
10m,2024-05-09,wspr_2024-05-09_10m.parquet,DO3GUA,37,40,3,4,7,1.75,1.75,0.18653859597847422,1.0,-22.0,12,19
10m,2024-05-09,wspr_2024-05-09_10m.parquet,DO3GUA,37,43,6,4,7,1.75,1.75,0.09326929798923711,0.5,-22.0,12,96
10m,2024-05-09,wspr_2024-05-09_10m.parquet,DO3GUA,40,43,3,7,7,1.0,1.0,0.0,0.0,-17.0,19,96
10m,2024-05-09,wspr_2024-05-09_10m.parquet,N2TAO,27,37,10,47,37,0.7872340425531915,0.7872340425531915,-0.023922968906583412,-1.0,-16.0,611,140
10m,2024-05-09,wspr_2024-05-09_10m.parquet,N6KOG,30,37,7,126,30,0.23809523809523808,0.23809523809523808,-0.20501207504133181,-13.714285714285714,-15.0,949,57
10m,2024-05-10,wspr_2024-05-10_10m.parquet,AC9YY,23,30,7,16,1,0.0625,0.0625,-0.39608410317711157,-2.142857142857143,-5.0,57,59
10m,2024-05-10,wspr_2024-05-10_10m.parquet,DL6NL,27,30,3,1,40,40.0,20.0,1.2296264847046454,13.0,-24.0,16,886
10m,2024-05-10,wspr_2024-05-10_10m.parquet,DO3GUA,33,43,10,6,19,3.1666666666666665,3.1666666666666665,0.11526795099383853,1.3,-21.0,13,249
10m,2024-05-10,wspr_2024-05-10_10m.parquet,DO3GUA,43,47,4,19,10,0.5263157894736842,0.5263157894736842,-0.1604634715430987,-2.25,-20.0,249,52
10m,2024-05-10,wspr_2024-05-10_10m.parquet,G4SHS,37,40,3,18,26,1.4444444444444444,1.4444444444444444,0.12257492670843911,2.6666666666666665,-18.0,181,241
10m,2024-05-10,wspr_2024-05-10_10m.parquet,KC5LT,30,37,7,50,24,0.48,0.48,-0.1048527392971715,-3.7142857142857144,-14.0,217,28
10m,2024-05-10,wspr_2024-05-10_10m.parquet,KZ4RB,23,27,4,50,1,0.02,0.02,-0.9780057513570365,-12.25,-19.0,291,11
10m,2024-05-10,wspr_2024-05-10_10m.parquet,NI5F,33,37,4,78,2,0.02564102564102564,0.02564102564102564,-0.9158904115324116,-19.0,-13.0,741,83
10m,2024-05-10,wspr_2024-05-10_10m.parquet,W0NAK,37,43,6,68,26,0.38235294117647056,0.38235294117647056,-0.16023519452577079,-7.0,-15.5,282,42
10m,2024-05-11,wspr_2024-05-11_10m.parquet,AC9YY,23,30,7,12,1,0.08333333333333333,0.08333333333333333,-0.35498666425542863,-1.5714285714285714,11.0,52,11
10m,2024-05-11,wspr_2024-05-11_10m.parquet,KZ4RB,23,27,4,12,1,0.08333333333333333,0.08333333333333333,-0.6212266624470001,-2.75,-19.0,18,25
10m,2024-05-11,wspr_2024-05-11_10m.parquet,NI5F,33,37,4,44,1,0.022727272727272728,0.022727272727272728,-0.9460474084795653,-10.75,-15.0,97,67
10m,2024-05-12,wspr_2024-05-12_10m.parquet,AC9YY,23,30,7,2,1,0.5,0.5,-0.09902102579427789,-0.14285714285714285,12.0,43,24
10m,2024-05-12,wspr_2024-05-12_10m.parquet,DL4SKY,37,43,6,19,6,0.3157894736842105,0.3157894736842105,-0.1921132516563976,-2.1666666666666665,-18.5,46,13
10m,2024-05-12,wspr_2024-05-12_10m.parquet,DL5SFB,27,30,3,27,4,0.14814814814814814,0.14814814814814814,-0.6365141682948129,-7.666666666666667,-12.5,72,25
10m,2024-05-12,wspr_2024-05-12_10m.parquet,DO3GUA,33,43,10,8,11,1.375,1.375,0.03184537311185346,0.3,-23.0,29,54
10m,2024-05-12,wspr_2024-05-12_10m.parquet,G1WSA,0,10,10,7,22,3.142857142857143,3.142857142857143,0.11451323043030026,1.5,-24.0,20,83
10m,2024-05-12,wspr_2024-05-12_10m.parquet,KK4WJF,47,53,6,10,9,0.9,0.9,-0.017560085942971048,-0.16666666666666666,-24.0,38,13
10m,2024-05-12,wspr_2024-05-12_10m.parquet,KK4YEL,23,27,4,1,36,36.0,20.0,0.8958797346140275,8.75,-22.0,68,263
10m,2024-05-12,wspr_2024-05-12_10m.parquet,KZ4RB,23,27,4,19,1,0.05263157894736842,0.05263157894736842,-0.7361097447916102,-4.5,-23.0,67,34
10m,2024-05-12,wspr_2024-05-12_10m.parquet,NI5F,33,37,4,49,2,0.04081632653061224,0.04081632653061224,-0.7996682793876704,-11.75,-18.5,292,79
10m,2024-05-13,wspr_2024-05-13_10m.parquet,DO3GUA,33,37,4,3,4,1.3333333333333333,1.3333333333333333,0.07192051811294521,0.25,-25.0,19,25
10m,2024-05-13,wspr_2024-05-13_10m.parquet,DO3GUA,33,43,10,3,6,2.0,2.0,0.06931471805599453,0.3,-25.0,19,70
10m,2024-05-13,wspr_2024-05-13_10m.parquet,DO3GUA,37,43,6,4,6,1.5,1.5,0.0675775180180274,0.3333333333333333,-24.0,25,70
10m,2024-05-13,wspr_2024-05-13_10m.parquet,G1WSA,0,10,10,15,41,2.7333333333333334,2.7333333333333334,0.10055218656020977,2.6,-22.0,43,195
10m,2024-05-13,wspr_2024-05-13_10m.parquet,KK4YEL,23,27,4,1,20,20.0,20.0,0.7489330683884977,4.75,-12.5,14,88
10m,2024-05-13,wspr_2024-05-13_10m.parquet,NI5F,33,37,4,2,1,0.5,0.5,-0.17328679513998632,-0.25,-17.0,26,10
10m,2024-05-14,wspr_2024-05-14_10m.parquet,DO3GUA,40,43,3,9,14,1.5555555555555556,1.5555555555555556,0.1472775840930131,1.6666666666666667,-24.0,42,72
10m,2024-05-14,wspr_2024-05-14_10m.parquet,KN4FLF,50,57,7,31,23,0.7419354838709677,0.7419354838709677,-0.0426418555079995,-1.1428571428571428,-20.0,86,35
10m,2024-05-14,wspr_2024-05-14_10m.parquet,PD0R,30,33,3,15,23,1.5333333333333334,1.5333333333333334,0.14248133827564655,2.6666666666666665,-14.0,43,109
10m,2024-05-14,wspr_2024-05-14_10m.parquet,PD0R,30,37,7,15,7,0.4666666666666667,0.4666666666666667,-0.10887715029241382,-1.1428571428571428,-14.0,43,10
10m,2024-05-14,wspr_2024-05-14_10m.parquet,PD0R,33,37,4,23,7,0.30434782608695654,0.30434782608695654,-0.29739601671845906,-4.0,-14.0,109,10
10m,2024-05-14,wspr_2024-05-14_10m.parquet,W8JTF,43,47,4,24,35,1.4583333333333333,1.4583333333333333,0.094323557785367,2.75,-9.0,25,57
20m,2023-05-15,wspr_2023-05-15_20m.parquet,AG2L,37,43,6,163,76,0.4662576687116564,0.4662576687116564,-0.1271694767534052,-14.5,-15.0,431,76
20m,2023-05-15,wspr_2023-05-15_20m.parquet,CK3VYT,37,40,3,88,93,1.0568181818181819,1.0568181818181819,0.018420892891683173,1.6666666666666667,-16.0,175,137
20m,2023-05-15,wspr_2023-05-15_20m.parquet,DK3BI,23,33,10,30,88,2.933333333333333,2.933333333333333,0.10761394328160509,5.8,-15.5,400,1231
20m,2023-05-15,wspr_2023-05-15_20m.parquet,IZ2QKG,33,37,4,25,55,2.2,2.2,0.19711434009106757,7.5,-15.0,45,150
20m,2023-05-15,wspr_2023-05-15_20m.parquet,KC1PHY,33,43,10,35,233,6.6571428571428575,6.6571428571428575,0.1895690392076287,19.8,-13.0,35,397
20m,2023-05-15,wspr_2023-05-15_20m.parquet,KD9TVT,37,40,3,25,42,1.68,1.68,0.1729312644717225,5.666666666666667,-13.0,25,42
20m,2023-05-15,wspr_2023-05-15_20m.parquet,KE4VWK,30,33,3,14,13,0.9285714285714286,0.9285714285714286,-0.02470265738457395,-0.3333333333333333,-22.0,14,13
20m,2023-05-15,wspr_2023-05-15_20m.parquet,M0WWJ,13,23,10,8,12,1.5,1.5,0.040546510810816436,0.4,-21.0,23,42
20m,2023-05-15,wspr_2023-05-15_20m.parquet,MM7BWK,33,37,4,110,242,2.2,2.2,0.19711434009106757,33.0,-20.0,563,3512
20m,2023-05-15,wspr_2023-05-15_20m.parquet,N0TZC,40,47,7,110,46,0.41818181818181815,0.41818181818181815,-0.12454842418618875,-9.142857142857142,-13.0,304,46
20m,2023-05-15,wspr_2023-05-15_20m.parquet,N3AGE,23,30,7,20,29,1.45,1.45,0.053080508061783285,1.2857142857142858,-17.0,585,116
20m,2023-05-15,wspr_2023-05-15_20m.parquet,N5AQM,27,30,3,127,85,0.6692913385826772,0.6692913385826772,-0.13384527665609158,-14.0,-18.0,774,85
20m,2023-05-15,wspr_2023-05-15_20m.parquet,N5AQM,27,37,10,127,93,0.7322834645669292,0.7322834645669292,-0.031158759330533532,-3.4,-18.0,774,93
20m,2023-05-15,wspr_2023-05-15_20m.parquet,N5AQM,30,37,7,85,93,1.0941176470588236,1.0941176470588236,0.012849748094705654,1.1428571428571428,-15.0,85,93
20m,2023-05-15,wspr_2023-05-15_20m.parquet,OH2DX,40,43,3,143,148,1.034965034965035,1.034965034965035,0.011455881168069273,1.6666666666666667,-16.0,2139,3934
20m,2023-05-15,wspr_2023-05-15_20m.parquet,R2BIY,37,43,6,197,162,0.8223350253807107,0.8223350253807107,-0.032601232250934066,-5.833333333333333,-18.0,1523,441
20m,2023-05-15,wspr_2023-05-15_20m.parquet,VA3NKA,27,37,10,89,107,1.202247191011236,1.202247191011236,0.018419246472976637,1.8,-16.0,226,229
20m,2023-05-15,wspr_2023-05-15_20m.parquet,VE3GHM,7,13,6,72,78,1.0833333333333333,1.0833333333333333,0.013340451278922727,1.0,-23.0,805,1109
20m,2023-05-15,wspr_2023-05-15_20m.parquet,WR1M,33,37,4,53,32,0.6037735849056604,0.6037735849056604,-0.12613900268809883,-5.25,-16.0,67,32
20m,2023-05-16,wspr_2023-05-16_20m.parquet,0M7JKI,0,7,7,46,17,0.3695652173913043,0.3695652173913043,-0.1422040074904113,-4.142857142857143,-21.0,85,17
20m,2023-05-16,wspr_2023-05-16_20m.parquet,0M7JKI,7,17,10,17,20,1.1764705882352942,1.1764705882352942,0.016251892949777493,0.3,-20.0,17,20
20m,2023-05-16,wspr_2023-05-16_20m.parquet,0M7JKI,17,27,10,20,15,0.75,0.75,-0.02876820724517809,-0.5,-20.5,20,16
20m,2023-05-16,wspr_2023-05-16_20m.parquet,0M7JKI,27,37,10,15,12,0.8,0.8,-0.022314355131420972,-0.3,-20.0,16,12
20m,2023-05-16,wspr_2023-05-16_20m.parquet,0M7JKI,37,47,10,12,10,0.8333333333333334,0.8333333333333334,-0.01823215567939546,-0.2,-19.5,12,10
20m,2023-05-16,wspr_2023-05-16_20m.parquet,0M7JKI,47,50,3,10,11,1.1,1.1,0.031770059934774976,0.3333333333333333,-18.0,10,11
20m,2023-05-16,wspr_2023-05-16_20m.parquet,AJ1Z,37,40,3,21,142,6.761904761904762,6.761904761904762,0.6371015399592792,40.333333333333336,-21.0,31,764
20m,2023-05-16,wspr_2023-05-16_20m.parquet,DC1UI,37,40,3,72,7,0.09722222222222222,0.09722222222222222,-0.7769186566535806,-21.666666666666668,-15.0,122,10
20m,2023-05-16,wspr_2023-05-16_20m.parquet,DG8GAD,27,30,3,8,54,6.75,6.75,0.6365141682948129,15.333333333333334,-19.5,10,623
20m,2023-05-16,wspr_2023-05-16_20m.parquet,DK3BI,23,33,10,21,58,2.761904761904762,2.761904761904762,0.10159205728229963,3.7,-17.0,199,227
20m,2023-05-16,wspr_2023-05-16_20m.parquet,EA3CNO,40,43,3,159,233,1.4654088050314464,1.4654088050314464,0.127378083781823,24.666666666666668,-14.0,410,606
20m,2023-05-16,wspr_2023-05-16_20m.parquet,IU0PQQ,27,37,10,94,35,0.3723404255319149,0.3723404255319149,-0.09879467207805903,-5.9,-18.0,476,39
20m,2023-05-16,wspr_2023-05-16_20m.parquet,KI7OSK,30,37,7,111,113,1.018018018018018,1.018018018018018,0.0025510882000009246,0.2857142857142857,-14.0,199,226
20m,2023-05-16,wspr_2023-05-16_20m.parquet,N7EAL,37,40,3,51,104,2.0392156862745097,2.0392156862745097,0.23752175547234897,17.666666666666668,-16.0,140,312
20m,2023-05-16,wspr_2023-05-16_20m.parquet,R2BIY,37,43,6,201,32,0.15920398009950248,0.15920398009950248,-0.3062615008765582,-28.166666666666668,-16.0,2577,32
20m,2023-05-16,wspr_2023-05-16_20m.parquet,UA1ZQN,37,40,3,211,178,0.8436018957345972,0.8436018957345972,-0.05669152772799376,-11.0,-15.0,2213,533
20m,2023-05-16,wspr_2023-05-16_20m.parquet,VE1VDM,30,33,3,232,366,1.5775862068965518,1.5775862068965518,0.15196532057835213,44.666666666666664,-20.0,1411,4182
20m,2023-05-16,wspr_2023-05-16_20m.parquet,VE3GHM,7,13,6,63,75,1.1904761904761905,1.1904761904761905,0.02905889785746296,2.0,-23.0,918,1285
20m,2023-05-17,wspr_2023-05-17_20m.parquet,DG8GAD,27,30,3,20,79,3.95,3.95,0.45790519297101023,19.666666666666668,-18.0,37,1000
20m,2023-05-17,wspr_2023-05-17_20m.parquet,F4HWD,20,30,10,37,34,0.918918918918919,0.918918918918919,-0.0084557388028063,-0.3,-15.0,97,34
20m,2023-05-17,wspr_2023-05-17_20m.parquet,G6MZK,27,37,10,11,65,5.909090909090909,5.909090909090909,0.17764919970972665,5.4,-24.0,20,219
20m,2023-05-17,wspr_2023-05-17_20m.parquet,G6XOU,0,3,3,30,52,1.7333333333333334,1.7333333333333334,0.18334877897309065,7.333333333333333,-14.0,130,437
20m,2023-05-17,wspr_2023-05-17_20m.parquet,G8AFN,30,33,3,111,38,0.34234234234234234,0.34234234234234234,-0.3573146805286495,-24.333333333333332,-17.0,860,117
20m,2023-05-17,wspr_2023-05-17_20m.parquet,IW2EPE,27,30,3,64,37,0.578125,0.578125,-0.18265505690514913,-9.0,-14.0,539,114
20m,2023-05-17,wspr_2023-05-17_20m.parquet,K6EAU,40,43,3,54,117,2.1666666666666665,2.1666666666666665,0.2577299627444939,21.0,-20.0,169,1168
20m,2023-05-17,wspr_2023-05-17_20m.parquet,KE5WNY,40,43,3,42,83,1.9761904761904763,1.9761904761904763,0.22705699650440989,13.666666666666666,-16.0,42,83
20m,2023-05-17,wspr_2023-05-17_20m.parquet,M7DIP,33,40,7,101,230,2.277227722772277,2.277227722772277,0.11756554172599083,18.428571428571427,-17.0,216,1407
20m,2023-05-17,wspr_2023-05-17_20m.parquet,N3YHF,30,37,7,40,38,0.95,0.95,-0.007327613483935797,-0.2857142857142857,-13.5,40,38
20m,2023-05-17,wspr_2023-05-17_20m.parquet,N7GEE,30,33,3,17,44,2.588235294117647,2.588235294117647,0.31699209662068173,9.0,-23.0,85,172
20m,2023-05-17,wspr_2023-05-17_20m.parquet,N7GEE,30,37,7,17,30,1.7647058823529411,1.7647058823529411,0.08114057680084848,1.8571428571428572,-23.0,85,71
20m,2023-05-17,wspr_2023-05-17_20m.parquet,N7GEE,33,37,4,44,30,0.6818181818181818,0.6818181818181818,-0.09574806306402646,-3.5,-18.0,172,71
20m,2023-05-17,wspr_2023-05-17_20m.parquet,N8PES,40,43,3,116,136,1.1724137931034482,1.1724137931034482,0.05302156487656243,6.666666666666667,-17.0,157,136
20m,2023-05-17,wspr_2023-05-17_20m.parquet,NU7B,33,40,7,29,27,0.9310344827586207,0.9310344827586207,-0.010208423426020711,-0.2857142857142857,-18.0,87,85
20m,2023-05-17,wspr_2023-05-17_20m.parquet,SV1DAR,30,37,7,37,26,0.7027027027027027,0.7027027027027027,-0.050403053517534616,-1.5714285714285714,-22.0,223,52
20m,2023-05-17,wspr_2023-05-17_20m.parquet,UA1ZQN,37,40,3,171,209,1.2222222222222223,1.2222222222222223,0.06689023182071709,12.666666666666666,-11.0,1390,890
20m,2023-05-17,wspr_2023-05-17_20m.parquet,VE3GHM,7,13,6,65,73,1.123076923076923,1.123076923076923,0.019345361875459006,1.3333333333333333,-22.0,765,1080
20m,2023-05-17,wspr_2023-05-17_20m.parquet,VE7KZ,10,17,7,9,66,7.333333333333333,7.333333333333333,0.28463288067002945,8.142857142857142,-21.0,39,1840
20m,2023-05-17,wspr_2023-05-17_20m.parquet,VK5NTF/Z,13,23,10,6,10,1.6666666666666667,1.6666666666666667,0.05108256237659907,0.4,-26.0,13,17
20m,2023-05-17,wspr_2023-05-17_20m.parquet,WD4IYE,30,37,7,15,31,2.066666666666667,2.066666666666667,0.10370528619756234,2.2857142857142856,-16.0,15,31
20m,2023-05-18,wspr_2023-05-18_20m.parquet,DB1NN,30,33,3,118,62,0.5254237288135594,0.5254237288135594,-0.21451674647352437,-18.666666666666668,-13.0,875,62
20m,2023-05-18,wspr_2023-05-18_20m.parquet,DK3BI,23,33,10,69,130,1.8840579710144927,1.8840579710144927,0.0633427945858323,6.1,-14.0,737,1638
20m,2023-05-18,wspr_2023-05-18_20m.parquet,EB4FJN,27,30,3,194,173,0.8917525773195877,0.8917525773195877,-0.038188854855183044,-7.0,-13.0,1152,512
20m,2023-05-18,wspr_2023-05-18_20m.parquet,EB4FJN,27,33,6,194,127,0.654639175257732,0.654639175257732,-0.07061184543412281,-11.166666666666666,-13.0,1152,186
20m,2023-05-18,wspr_2023-05-18_20m.parquet,EB4FJN,30,33,3,173,127,0.7341040462427746,0.7341040462427746,-0.10303483601306256,-15.333333333333334,-12.0,512,186
20m,2023-05-18,wspr_2023-05-18_20m.parquet,F1GTM,10,20,10,25,88,3.52,3.52,0.12584609896100057,6.3,-17.5,64,944
20m,2023-05-18,wspr_2023-05-18_20m.parquet,F5HGF,30,33,3,23,13,0.5652173913043478,0.5652173913043478,-0.19018161948920434,-3.3333333333333335,-16.0,37,13
20m,2023-05-18,wspr_2023-05-18_20m.parquet,G4GVZ,30,37,7,143,23,0.16083916083916083,0.16083916083916083,-0.26105005919010826,-17.142857142857142,-14.5,1494,23
20m,2023-05-18,wspr_2023-05-18_20m.parquet,IW2EPE,27,30,3,88,20,0.22727272727272727,0.22727272727272727,-0.49386818030807184,-22.666666666666668,-14.0,541,40
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,0,3,3,16,11,0.6875,0.6875,-0.12489781648047023,-1.6666666666666667,-18.5,22,11
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,0,10,10,16,18,1.125,1.125,0.011778303565638346,0.2,-18.5,22,27
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,3,10,7,11,18,1.6363636363636365,1.6363636363636365,0.07035378358539918,1.0,-17.0,11,27
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,3,13,10,11,20,1.8181818181818181,1.8181818181818181,0.05978370007556204,0.9,-17.0,11,28
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,10,13,3,18,20,1.1111111111111112,1.1111111111111112,0.03512017188594212,0.6666666666666666,-17.0,27,28
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,10,17,7,18,29,1.6111111111111112,1.6111111111111112,0.06813201029861563,1.5714285714285714,-17.0,27,48
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,10,20,10,18,27,1.5,1.5,0.040546510810816436,0.9,-17.0,27,44
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,13,17,4,20,29,1.45,1.45,0.09289088910812075,2.25,-18.5,28,48
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,13,20,7,20,27,1.35,1.35,0.04287208463576259,1.0,-18.5,28,44
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,13,23,10,20,29,1.45,1.45,0.037156355643248304,0.9,-18.5,28,105
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,17,20,3,29,27,0.9310344827586207,0.9310344827586207,-0.023819654660714992,-0.6666666666666666,-19.0,48,44
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,17,23,6,29,29,1.0,1.0,0.0,0.0,-19.0,48,105
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,17,27,10,29,30,1.0344827586206897,1.0344827586206897,0.0033901551675681414,0.1,-19.0,48,98
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,20,23,3,27,29,1.0740740740740742,1.0740740740740742,0.023819654660715017,0.6666666666666666,-17.0,44,105
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,20,27,7,27,30,1.1111111111111112,1.1111111111111112,0.015051502236832336,0.42857142857142855,-17.0,44,98
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,20,30,10,27,33,1.2222222222222223,1.2222222222222223,0.020067069546215125,0.6,-17.0,44,180
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,23,27,4,29,30,1.0344827586206897,1.0344827586206897,0.008475387918920354,0.25,-19.0,105,98
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,23,30,7,29,33,1.1379310344827587,1.1379310344827587,0.018458818782858037,0.5714285714285714,-19.0,105,180
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,23,33,10,29,24,0.8275862068965517,0.8275862068965517,-0.01892419996385284,-0.5,-19.0,105,50
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,27,30,3,30,33,1.1,1.1,0.031770059934774976,1.0,-20.0,98,180
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,27,33,6,30,24,0.8,0.8,-0.03719059188570162,-1.0,-20.0,98,50
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,27,37,10,30,21,0.7,0.7,-0.03566749439387325,-0.9,-20.0,98,28
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,30,33,3,33,24,0.7272727272727273,0.7272727272727273,-0.10615124370617819,-3.0,-17.5,180,50
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,30,37,7,33,21,0.6363636363636364,0.6363636363636364,-0.06456930339186533,-1.7142857142857142,-17.5,180,28
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,30,40,10,33,47,1.4242424242424243,1.4242424242424243,0.03536400402435784,1.4,-17.5,180,319
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,33,37,4,24,21,0.875,0.875,-0.03338284815613066,-0.75,-19.0,50,28
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,33,40,7,24,47,1.9583333333333333,1.9583333333333333,0.09601339590887327,3.2857142857142856,-19.0,50,319
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K1FQY/E,37,40,3,21,47,2.238095238095238,2.238095238095238,0.26854172132887855,8.666666666666666,-19.0,28,319
20m,2023-05-18,wspr_2023-05-18_20m.parquet,K5FRT,0,3,3,9,6,0.6666666666666666,0.6666666666666666,-0.1351550360360548,-1.0,-23.5,50,24
20m,2023-05-18,wspr_2023-05-18_20m.parquet,NU7B,30,33,3,12,30,2.5,2.5,0.3054302439580517,6.0,-16.0,13,51
20m,2023-05-18,wspr_2023-05-18_20m.parquet,NU7B,30,40,10,12,35,2.9166666666666665,2.9166666666666665,0.10704414117014134,2.3,-16.0,13,81
20m,2023-05-18,wspr_2023-05-18_20m.parquet,NU7B,33,40,7,30,35,1.1666666666666667,1.1666666666666667,0.022021525689608336,0.7142857142857143,-20.0,51,81
